problem_id,problem_tier,categories
15347,14,"['1', '7']"
15348,13,['3']
15349,13,['13']
15350,13,['1']
15351,13,['16']
15352,13,"['2', '16']"
15353,13,"['3', '4', '19']"
15355,13,"['7', '9']"
15356,13,['16']
15357,13,"['2', '16', '17']"
15358,13,['1']
15359,13,['3']
15360,13,"['7', '24']"
15361,13,"['7', '22']"
15362,13,"['3', '19']"
15363,13,['7']
15364,13,"['3', '10', '11']"
15365,13,"['1', '16']"
15366,13,"['2', '4', '6']"
15367,13,['1']
15368,13,"['3', '19']"
15369,13,"['1', '4', '13']"
15370,13,"['7', '12']"
15371,13,['1']
15372,13,['1']
15373,13,"['8', '13']"
15374,13,['7']
15376,13,['11']
15377,13,"['3', '16']"
15378,13,"['7', '11', '20']"
15379,13,"['16', '18']"
15380,13,"['2', '7']"
15381,13,"['2', '11']"
15382,13,['1']
15383,13,"['7', '24']"
15384,13,"['2', '16']"
15385,13,['7']
15386,13,['4']
15387,13,"['7', '12']"
15388,13,"['1', '5']"
15389,13,"['7', '16']"
15390,13,"['7', '9']"
15391,13,"['7', '11', '23']"
15392,13,"['6', '7']"
15393,13,['1']
15394,13,"['2', '5', '11']"
15395,13,"['11', '13']"
15396,13,"['7', '22']"
15397,13,"['14', '16', '22']"
15398,13,"['3', '19']"
15399,13,"['2', '19']"
15400,13,['16']
15401,13,"['1', '7', '20']"
15402,13,"['2', '26']"
15403,13,['1']
15405,13,"['4', '19']"
15406,13,['14']
15407,13,['1']
15408,13,"['4', '16']"
15409,13,"['2', '3']"
15410,13,"['3', '19']"
15411,13,"['2', '16']"
15412,13,"['1', '7']"
15413,13,"['4', '22']"
15414,13,"['5', '11', '19']"
15415,13,['4']
15416,13,"['2', '4', '5']"
15417,13,"['7', '12']"
15418,13,"['7', '12']"
15419,13,['1']
15420,13,"['2', '6']"
15421,13,['1']
15422,13,"['3', '19']"
15423,13,['3']
15424,13,['3']
15425,13,"['11', '14']"
15426,13,['1']
15427,13,['7']
15428,13,"['3', '19']"
15429,13,"['1', '5']"
15431,13,['1']
15432,13,"['2', '4']"
15433,13,['2']
15434,13,"['3', '11']"
15435,13,"['3', '16']"
15436,13,['1']
15437,13,"['7', '11']"
15438,13,['17']
15439,13,"['7', '12']"
15440,13,['2']
15441,13,['7']
15442,13,['16']
15443,13,['14']
15444,13,"['16', '19']"
15445,13,"['2', '7']"
15446,13,['16']
15447,13,['6']
15448,13,['3']
15449,13,['1']
15450,13,['1']
15451,13,"['7', '12']"
15452,13,['1']
15453,13,"['2', '7']"
15454,13,"['1', '19']"
15455,13,"['2', '22']"
15456,13,['1']
15457,13,"['2', '7']"
15458,13,['6']
15459,13,"['7', '12']"
15460,13,"['2', '5']"
15461,13,['5']
15462,13,['1']
15463,13,"['2', '3']"
15464,13,"['16', '22']"
15465,13,['16']
15466,13,"['13', '14', '19']"
15467,13,['1']
15468,13,['3']
15469,13,['1']
15470,13,"['2', '16']"
15471,13,"['3', '8', '19']"
15472,13,['16']
15473,13,['16']
15474,13,"['4', '13']"
15475,13,"['3', '14']"
15476,13,['16']
15477,13,"['2', '16', '22']"
15478,13,['7']
15479,13,"['2', '3']"
15480,13,"['8', '11']"
15481,13,['16']
15482,13,"['2', '4', '13']"
15483,13,['1']
15484,13,"['2', '7', '10', '11', '12', '22']"
15485,13,"['4', '13']"
15486,13,"['4', '16']"
15487,13,"['4', '8', '14', '19']"
15489,13,['2']
15490,13,['16']
15491,13,"['2', '5', '9', '11', '19']"
15492,13,"['2', '11']"
15493,13,"['1', '2']"
15494,13,"['1', '5', '6']"
15495,13,['1']
15496,13,['2']
15497,13,['19']
15498,13,['1']
15499,13,"['1', '4']"
15500,13,"['4', '16']"
15501,13,['1']
15502,13,"['3', '19']"
15503,13,"['1', '4']"
15504,13,"['2', '11']"
15505,13,['16']
15506,13,"['14', '22']"
15507,13,['16']
15508,13,['16']
15509,13,"['4', '22']"
15510,13,"['7', '9']"
15511,13,"['1', '2', '6', '17', '26']"
15512,13,"['4', '16']"
15513,13,"['1', '7']"
15514,13,"['10', '11']"
15515,13,['1']
15516,13,['1']
15517,13,['16']
15518,13,"['7', '24']"
15519,13,['16']
15520,13,"['14', '22']"
15521,13,"['5', '7', '11']"
15522,13,['3']
15523,13,"['2', '5', '7', '11']"
15524,13,"['5', '11', '17']"
15525,13,['1']
15526,13,['2']
15528,13,"['2', '6']"
15529,13,['2']
15530,13,['6']
15531,13,"['2', '5', '16']"
15532,13,['7']
15533,13,"['1', '4', '6', '7', '12']"
15534,13,"['1', '5']"
15535,13,['22']
15536,13,['6']
15537,13,"['2', '4', '15', '16']"
15538,13,['1']
15539,13,['1']
15540,13,"['2', '7']"
15541,13,"['4', '7']"
15542,13,"['11', '19']"
15543,13,"['7', '12']"
15544,13,['7']
15545,13,"['5', '11', '23']"
15546,13,"['5', '9', '11']"
15547,13,['7']
15549,13,"['5', '17']"
15550,13,['3']
15551,13,['1']
15552,13,['16']
15553,13,['22']
15554,13,"['5', '7', '17']"
15555,13,['22']
15556,13,['1']
15557,13,['1']
15559,13,['16']
15560,13,['2']
15561,13,['1']
15562,13,"['5', '7', '12']"
15563,13,['16']
15564,13,"['5', '11']"
15565,13,"['2', '22']"
15566,13,['2']
15567,13,['16']
15568,13,"['4', '14', '16']"
15569,13,"['7', '12']"
15570,13,"['7', '12']"
15571,13,"['5', '16']"
15572,13,"['4', '5']"
15573,13,"['2', '7']"
15574,13,"['5', '7', '12']"
15575,13,['5']
15576,13,"['4', '7', '9', '22']"
15577,13,['3']
15578,13,"['2', '4', '7']"
15579,13,"['7', '24']"
15580,13,"['4', '22']"
15581,13,['7']
15582,13,"['2', '5', '16']"
15583,13,"['2', '6']"
15584,13,"['2', '4', '6']"
15585,13,"['5', '19']"
15586,13,"['7', '11', '24']"
15587,13,"['2', '5', '16']"
15588,13,['7']
15589,13,['1']
15590,13,"['7', '9', '11', '23']"
15591,13,['7']
15592,13,['22']
15593,13,"['1', '16']"
15594,13,"['7', '12']"
15595,13,"['2', '16']"
15596,13,"['13', '16']"
15597,13,"['2', '4']"
15598,13,"['5', '11']"
15599,13,"['2', '4', '6', '7']"
15600,13,"['2', '10', '11']"
15601,13,"['7', '11', '20']"
15602,13,['7']
15603,13,"['5', '9', '11', '19']"
15604,13,"['3', '19']"
15605,13,"['5', '11']"
15606,13,"['16', '18']"
15608,13,['3']
15609,13,['7']
15610,13,"['1', '13']"
15611,13,['1']
15612,13,['4']
15613,13,"['4', '7']"
15614,13,['7']
15615,13,['1']
15616,13,['4']
15617,13,['1']
15618,13,['1']
15619,13,['1']
15620,13,['7']
15621,13,['1']
15622,13,['14']
15623,13,"['6', '7']"
15624,13,"['4', '11']"
15625,13,"['7', '12']"
15626,13,"['4', '11', '22']"
15627,13,"['7', '20']"
15628,13,"['14', '19', '22']"
15629,13,['16']
15630,13,"['2', '14', '16']"
15631,13,['1']
15633,13,"['4', '6']"
15634,13,"['1', '3']"
15635,13,['7']
15636,13,['3']
15637,13,"['11', '19']"
15638,13,['7']
15639,13,"['2', '11']"
15640,13,['1']
15641,13,"['14', '19']"
15642,13,['1']
15643,13,['4']
15644,13,"['7', '12']"
15645,13,"['4', '6']"
15646,13,"['4', '16']"
15647,13,"['7', '12']"
15648,13,"['2', '7', '16']"
15649,13,['7']
15650,13,"['1', '3']"
15651,13,"['2', '5', '7']"
15652,13,"['7', '12']"
15653,13,"['1', '2']"
15654,13,['1']
15655,13,"['2', '4', '6']"
15656,13,"['7', '12']"
15657,13,"['11', '23']"
15658,13,['16']
15659,13,"['14', '19']"
15660,13,"['1', '16']"
15661,13,['1']
15662,13,['1']
15663,13,['1']
15664,13,"['7', '12']"
15665,13,"['7', '12']"
15666,13,"['1', '19']"
15667,13,"['3', '5', '8']"
15668,13,"['7', '12']"
15669,13,"['1', '7']"
15670,13,['1']
15671,13,"['4', '5']"
15672,13,"['3', '10', '11']"
15673,13,"['4', '22']"
15674,13,['1']
15675,13,"['2', '5', '11']"
15676,13,"['4', '6']"
15677,13,"['7', '19']"
15678,13,"['7', '12']"
15679,13,"['4', '27']"
15680,13,"['4', '16']"
15681,13,['7']
15682,13,['7']
15683,13,"['2', '5']"
15684,13,"['4', '7']"
15685,13,['18']
15686,13,"['7', '12']"
15687,13,"['2', '16', '22']"
15688,13,"['5', '17']"
15689,13,"['7', '24']"
15690,13,['1']
15692,13,"['16', '22']"
15694,13,"['7', '12']"
15695,13,"['7', '11', '12']"
15696,13,['2']
15697,13,"['5', '7', '11', '12', '23', '24']"
15698,13,['16']
15699,13,['16']
15700,13,['2']
15701,13,"['19', '22']"
15702,13,['4']
15703,13,['7']
15704,13,"['14', '16', '22']"
15705,13,['7']
15706,13,"['3', '16']"
15707,13,['7']
15708,13,"['2', '17']"
15709,13,['2']
15710,13,"['11', '14', '23']"
15711,13,"['7', '11', '23', '24']"
15712,13,['6']
15713,13,"['4', '6']"
15714,13,"['7', '9', '19']"
15715,13,['1']
15716,13,"['7', '24']"
15717,13,['16']
15718,13,"['7', '11']"
15719,13,"['7', '12']"
15720,13,"['7', '12']"
15721,13,['6']
15723,13,"['3', '7', '11', '19', '23', '24']"
15724,13,['1']
15725,13,"['5', '16']"
15726,13,"['5', '9', '11', '17']"
15727,13,['7']
15728,13,['1']
15729,13,['1']
15730,13,['8']
15731,13,['16']
15732,13,['1']
15733,13,"['11', '23']"
15734,13,['16']
15735,13,['16']
15736,13,"['2', '4', '5']"
15737,13,"['10', '11']"
15738,13,['7']
15742,13,"['2', '3']"
15743,13,['3']
15744,13,['1']
15746,13,['1']
15747,13,['1']
15748,13,['1']
15749,13,['16']
15750,13,['22']
15751,13,['16']
15752,13,['16']
15753,13,"['8', '13']"
15754,13,"['7', '24']"
15755,13,"['1', '7', '9', '16']"
15756,13,['3']
15757,13,['22']
15758,13,['13']
15759,13,['1']
15760,13,"['7', '12']"
15761,13,['16']
15762,13,"['7', '12']"
15763,13,"['7', '11', '19']"
15764,13,"['7', '14']"
15765,13,"['7', '12']"
15766,13,['22']
15767,13,"['3', '10', '11']"
15768,13,"['10', '11']"
15769,13,"['2', '22']"
15770,13,"['14', '19']"
15771,13,['7']
15772,13,"['2', '16']"
15773,13,['3']
15774,13,['3']
15775,13,"['7', '11', '23']"
15776,13,['1']
15777,13,"['3', '4', '16', '19']"
15778,13,['2']
15779,13,"['4', '22']"
15780,13,"['7', '12']"
15781,13,"['15', '16']"
15782,13,"['1', '7']"
15783,13,['1']
15784,13,['2']
15785,13,"['1', '2', '5', '7', '9', '18', '19']"
15786,13,"['2', '4', '6']"
15787,13,['1']
15788,13,['1']
15789,13,"['1', '16']"
15790,13,"['7', '22']"
15792,13,['7']
15793,13,['3']
15794,13,['2']
15795,13,['1']
15796,13,['22']
15797,13,"['9', '11']"
15798,13,"['7', '12']"
15799,13,"['3', '4']"
15800,13,['16']
15802,13,"['1', '6', '7']"
15803,13,"['4', '6']"
15804,13,"['3', '19']"
15805,13,['1']
15806,13,['16']
15807,13,['1']
15808,13,['1']
15809,13,"['2', '5', '16']"
15810,13,"['7', '11']"
15811,13,"['7', '12']"
15812,13,"['1', '3', '19']"
15813,13,"['7', '9']"
15814,13,"['7', '12']"
15815,13,"['1', '7', '12']"
15817,13,"['5', '11']"
15818,13,"['16', '22']"
15819,13,"['5', '7']"
15820,13,"['5', '14', '19']"
15821,13,['13']
15822,13,['1']
15823,13,"['1', '26']"
15824,13,['1']
15825,13,"['7', '12']"
15828,13,"['7', '11', '22', '23']"
15829,13,['2']
15831,13,"['2', '16']"
15832,13,"['7', '12']"
15833,13,"['1', '26']"
15834,13,"['7', '12']"
15835,13,['3']
15836,13,"['3', '7', '26']"
15837,13,"['5', '16']"
15838,13,['3']
15839,13,"['16', '22']"
15840,13,['7']
15841,13,"['1', '16']"
15842,13,"['4', '26']"
15843,13,"['1', '16']"
15844,13,"['2', '7']"
15845,13,"['9', '16']"
15846,13,"['16', '22']"
15847,13,"['2', '4', '5', '16']"
15848,13,['16']
15849,13,"['4', '16']"
15850,13,"['7', '12']"
15851,13,"['7', '11', '12', '22']"
15854,13,['16']
15855,13,['1']
15856,13,"['5', '11']"
15857,13,"['4', '16']"
15858,13,"['5', '7', '11']"
15859,13,"['16', '18']"
15860,13,['2']
15861,13,"['2', '4']"
15862,13,['16']
15863,13,['1']
15864,13,"['6', '7']"
15865,13,"['6', '7']"
15866,13,"['2', '17']"
15867,13,['1']
15868,13,"['4', '22']"
15869,13,"['4', '6', '14', '19']"
15870,13,['1']
15871,13,['1']
15872,13,['22']
15873,13,['7']
15874,13,['1']
15875,13,"['7', '12']"
15876,13,"['1', '5']"
15877,13,"['3', '10', '11', '19']"
15878,13,['16']
15879,13,['16']
15880,13,['16']
15881,13,"['14', '22']"
15882,13,"['5', '11']"
15883,13,"['7', '12']"
15884,13,['16']
15885,13,['7']
15886,13,"['7', '12']"
15887,13,"['10', '11', '16']"
15888,13,"['7', '12']"
15889,13,"['11', '23']"
15890,13,"['3', '5']"
15891,13,"['7', '11']"
15892,13,"['2', '5', '16']"
15893,13,['16']
15894,13,['7']
15895,13,"['2', '16']"
15896,13,"['2', '7']"
15897,13,['1']
15898,13,['1']
15899,13,"['7', '16']"
15901,13,"['7', '12']"
15902,13,"['14', '16', '22']"
15903,13,['16']
15904,13,"['16', '22']"
15906,13,"['3', '19']"
15907,13,"['3', '19']"
15908,13,['7']
15909,13,"['7', '11', '23']"
15910,13,"['1', '16']"
15911,13,"['3', '14']"
15912,13,"['7', '12']"
15913,13,"['7', '12']"
15914,13,"['5', '7', '11']"
15915,13,"['5', '7', '11']"
15916,13,"['14', '19']"
15917,13,"['16', '19']"
15918,13,"['2', '4', '5', '27']"
15919,13,"['1', '19']"
15920,13,['1']
15921,13,"['1', '16']"
15922,13,['2']
15923,13,"['4', '26']"
15926,13,"['1', '3', '19']"
15927,13,"['4', '5', '11', '19']"
15928,13,['16']
15929,13,"['4', '6', '19', '26']"
15931,13,"['9', '16']"
15934,13,['3']
15935,13,"['3', '16', '22']"
15936,13,"['3', '4']"
15937,13,['7']
15938,13,"['7', '12']"
15939,13,"['7', '20']"
15940,13,"['3', '4']"
15941,13,"['7', '12']"
15942,13,"['7', '12']"
15943,13,"['3', '14', '16', '19']"
15944,13,['4']
15945,13,['3']
15946,13,"['5', '9', '11']"
15947,13,['3']
15948,13,['1']
15949,13,['4']
15951,13,['1']
15952,13,"['16', '22']"
15953,13,['1']
15954,13,"['1', '7', '12']"
15955,13,"['7', '12']"
15956,13,['7']
15957,13,['16']
15958,13,"['1', '7']"
15959,13,"['7', '12']"
15960,13,['7']
15961,13,['1']
15962,13,"['8', '19']"
15963,13,"['7', '11', '23']"
15964,13,"['7', '9']"
15965,13,['3']
15966,13,['16']
15967,13,['3']
15968,13,"['1', '14']"
15970,13,"['4', '16']"
15971,13,['8']
15972,13,['16']
15973,13,"['4', '16']"
15974,13,['16']
15975,13,['7']
15976,13,"['2', '3']"
15977,13,['1']
15978,13,"['7', '9', '11', '23']"
15979,13,"['1', '16']"
15980,13,"['1', '3']"
15981,13,"['2', '3']"
15982,13,['1']
15983,13,['1']
15985,13,"['7', '12', '14']"
15986,13,['1']
15988,13,['14']
15989,13,"['8', '13']"
15990,13,"['7', '12']"
15991,13,"['7', '12']"
15992,13,['3']
15993,13,"['7', '12']"
15994,13,['2']
15995,13,"['7', '12']"
15996,13,"['3', '11']"
15997,13,"['8', '19']"
15998,13,['26']
15999,13,"['1', '16']"
16000,13,"['4', '6', '26']"
16001,13,"['1', '2', '16']"
16002,13,"['16', '22']"
16003,13,"['3', '22']"
16004,13,['1']
16005,13,"['7', '11', '23', '24']"
16006,13,['7']
16007,13,['8']
16008,13,"['7', '11', '22']"
16009,13,"['3', '10', '11']"
16010,13,['1']
16011,13,['16']
16012,13,['16']
16013,13,"['15', '16']"
16014,13,['16']
16015,13,"['2', '17']"
16016,13,"['7', '10', '11', '20']"
16017,13,"['1', '7']"
16018,13,['16']
16019,13,"['1', '7', '9']"
16020,13,"['4', '14', '16']"
16021,13,['1']
16022,13,"['1', '16']"
16023,13,"['1', '5', '13']"
16024,13,"['4', '7', '16']"
16025,13,"['4', '7', '16']"
16026,13,"['1', '13']"
16027,14,['5']
16028,13,"['11', '19']"
16029,13,"['10', '11', '14']"
16030,13,['17']
16031,13,['7']
16032,13,['4']
16033,13,['22']
16034,13,"['7', '12']"
16035,13,['2']
16036,13,"['2', '4']"
16037,13,"['2', '4', '7']"
16038,13,"['7', '11', '12']"
16039,13,"['16', '22']"
16040,13,['7']
16041,13,"['2', '10', '11', '16']"
16042,13,"['2', '4', '6', '7']"
16043,13,"['1', '16']"
16044,13,"['3', '10', '11']"
16045,13,"['1', '7']"
16046,13,"['3', '5']"
16047,13,['1']
16048,13,['16']
16050,13,"['10', '11', '16']"
16051,13,['3']
16054,13,['16']
16055,13,"['1', '13']"
16056,13,['1']
16057,13,['1']
16058,13,"['3', '4', '16']"
16059,13,['1']
16060,13,['16']
16061,13,"['5', '17']"
16062,13,['16']
16063,13,['7']
16064,13,['1']
16065,13,"['7', '12']"
16066,13,['1']
16067,13,"['1', '7']"
16068,13,['5']
16069,13,['1']
16071,13,"['3', '26']"
16072,13,['1']
16073,13,['7']
16074,13,['7']
16075,13,"['16', '22']"
16076,13,"['11', '23']"
16078,13,"['2', '3']"
16079,13,"['17', '18', '26']"
16081,13,['6']
16082,13,['16']
16083,13,"['1', '9']"
16084,13,"['1', '6']"
16085,13,"['1', '3']"
16086,13,"['3', '11', '23']"
16087,13,"['16', '19']"
16088,13,"['3', '5', '11', '17', '18']"
16089,13,['7']
16092,13,"['1', '22']"
16093,13,"['4', '6', '11']"
16094,13,"['4', '16']"
16095,13,"['2', '4', '6']"
16096,13,"['3', '10', '11']"
16097,13,['1']
16098,13,"['2', '7', '9']"
16099,13,"['7', '11', '19', '23']"
16100,13,"['11', '23']"
16101,13,"['4', '6']"
16102,13,['8']
16103,13,"['7', '11', '23', '24']"
16104,13,['1']
16105,13,['4']
16106,13,"['16', '22', '26']"
16107,13,['8']
16108,13,['7']
16109,13,"['4', '6']"
16110,13,['11']
16111,13,"['2', '4', '5', '7']"
16112,13,"['5', '11']"
16113,13,['1']
16114,13,"['7', '11', '23']"
16115,13,"['1', '7', '20']"
16116,13,"['4', '16']"
16117,13,['7']
16118,13,"['13', '19']"
16119,13,"['2', '7']"
16120,13,['16']
16121,13,"['4', '16']"
16122,13,['16']
16123,13,"['3', '14', '16', '19']"
16124,13,"['7', '13', '14']"
16125,13,"['9', '16']"
16126,13,['7']
16127,13,"['7', '24']"
16128,13,['13']
16129,13,"['2', '8']"
16130,13,"['1', '7']"
16131,13,"['2', '14']"
16132,13,"['2', '4', '7']"
16134,13,['7']
16135,13,['8']
16136,13,"['2', '5']"
16137,13,"['8', '13', '14', '22']"
16138,13,"['7', '11', '23']"
16139,13,['16']
16140,13,"['2', '7']"
16141,13,['3']
16142,13,"['16', '17']"
16143,13,['4']
16144,13,['2']
16145,13,['2']
16146,13,"['1', '16']"
16147,13,"['7', '26']"
16148,13,"['2', '4']"
16149,13,"['2', '5', '19']"
16150,13,['14']
16151,13,"['2', '7']"
16152,13,['4']
16153,13,"['1', '7']"
16154,13,"['11', '22']"
16155,13,['7']
16156,13,['7']
16157,13,"['1', '7', '11', '23']"
16158,13,"['4', '7', '12', '22']"
16159,13,"['7', '13']"
16160,13,['19']
16161,13,['13']
16162,13,"['5', '8']"
16163,13,['1']
16164,13,"['2', '4']"
16165,13,"['2', '11', '19']"
16166,13,['1']
16167,13,"['2', '19']"
16168,13,"['4', '7']"
16169,13,['2']
16170,13,"['1', '19']"
16171,13,"['11', '16']"
16172,13,['1']
16173,13,"['5', '16']"
16174,13,"['1', '5']"
16175,13,['7']
16176,13,"['1', '2', '13']"
16177,13,['22']
16178,13,"['16', '22']"
16179,13,"['3', '16']"
16180,13,"['11', '23']"
16181,13,"['6', '11']"
16182,13,"['2', '4']"
16183,13,"['1', '17', '18']"
16184,13,['11']
16185,13,"['3', '13', '19']"
16186,13,['1']
16187,13,['1']
16188,13,"['2', '4', '6']"
16189,13,"['13', '16']"
16190,13,['19']
16191,13,"['4', '26']"
16192,13,"['4', '7', '16']"
16193,13,"['4', '6']"
16194,13,['2']
16195,13,"['1', '16']"
16196,13,"['2', '16']"
16197,13,"['14', '16']"
16198,13,['16']
16199,13,"['1', '16']"
16200,13,['2']
16201,13,['16']
16202,13,['5']
16203,13,['1']
16204,13,"['1', '11']"
16205,13,['16']
16206,13,['14']
16207,13,['1']
16208,13,"['2', '16']"
16209,13,"['2', '4', '16']"
16210,13,"['4', '16']"
16211,13,"['3', '4', '19']"
16212,13,"['1', '7']"
16213,13,"['2', '5']"
16214,13,"['11', '23']"
16215,13,"['4', '26']"
16216,13,"['3', '10', '11']"
16217,13,['7']
16218,13,['16']
16219,13,['26']
16220,13,"['4', '7']"
16221,13,"['3', '10', '11']"
16222,13,['4']
16223,13,"['7', '12']"
16224,13,['1']
16225,13,['6']
16226,13,"['7', '11']"
16227,13,"['4', '17', '26']"
16228,13,"['1', '7']"
16230,13,['7']
16231,13,"['1', '16']"
16232,13,['19']
16233,13,"['7', '24']"
16234,13,"['1', '19']"
16235,13,['7']
16236,13,['3']
16237,13,"['14', '19']"
16238,13,['16']
16239,13,"['3', '11']"
16240,13,"['3', '7', '16']"
16241,13,['26']
16242,13,['13']
16243,13,['3']
16244,13,['7']
16246,13,"['10', '11']"
16247,13,['3']
16248,13,['16']
16249,13,['16']
16250,13,['7']
16251,13,"['4', '16']"
16252,13,"['11', '23']"
16253,13,"['13', '14']"
16254,13,"['16', '17']"
16255,13,"['2', '10', '11']"
16256,13,['13']
16257,13,['22']
16258,13,['16']
16259,13,['16']
16260,13,['16']
16261,13,"['15', '16']"
16262,13,['14']
16263,13,"['14', '16']"
16265,13,['14']
16266,13,"['4', '6']"
16267,13,['7']
16268,13,['16']
16269,13,"['1', '14']"
16270,13,"['2', '5']"
16271,13,"['7', '12']"
16272,13,"['11', '14']"
16273,13,"['11', '23']"
16274,13,"['7', '12']"
16275,13,['2']
16277,13,"['1', '3', '19']"
16278,13,['13']
16279,13,"['1', '7', '11']"
16280,13,['7']
16281,13,"['2', '3', '11']"
16282,13,['16']
16283,13,"['19', '22']"
16284,13,"['6', '7']"
16285,13,['1']
16287,13,['2']
16288,13,"['14', '16']"
16289,13,"['2', '10', '11']"
16290,13,"['3', '4']"
16291,13,['14']
16292,13,"['7', '9']"
16293,13,['3']
16294,13,"['11', '16']"
16295,13,['2']
16296,13,['16']
16297,13,"['7', '9', '11', '23']"
16298,13,"['11', '19']"
16299,13,"['2', '8', '11']"
16300,13,"['1', '7']"
16301,13,"['14', '19']"
16302,13,['19']
16303,13,['4']
16304,13,"['3', '4', '16']"
16305,13,['1']
16306,13,['2']
16307,13,['7']
16308,13,"['7', '11', '12']"
16309,13,"['2', '4']"
16311,13,"['16', '22']"
16312,13,['11']
16314,13,['7']
16315,13,['14']
16316,13,"['1', '16']"
16317,13,"['2', '3']"
16318,13,['1']
16319,13,"['7', '24']"
16320,13,"['10', '11']"
16321,13,"['7', '12']"
16322,13,"['1', '5']"
16324,13,['2']
16325,13,"['1', '3']"
16326,13,"['3', '14']"
16327,13,['3']
16328,13,"['7', '12']"
16329,13,"['2', '16']"
16330,13,"['4', '16']"
16331,13,"['1', '16']"
16332,13,"['3', '19']"
16333,13,"['10', '11']"
16334,13,"['4', '16', '22']"
16338,13,"['2', '5']"
16339,13,"['1', '7']"
16340,13,"['16', '17']"
16341,13,"['3', '19']"
16342,13,['1']
16343,13,"['4', '6']"
16344,13,"['2', '5', '9']"
16346,13,"['4', '6']"
16347,13,"['7', '9']"
16348,13,"['7', '12']"
16350,13,"['2', '4', '13']"
16351,13,"['11', '19', '22']"
16352,13,['8']
16353,13,"['4', '6', '14']"
16354,13,['19']
16355,13,['16']
16356,13,"['2', '5', '19']"
16357,13,"['2', '7', '12']"
16358,13,['2']
16359,13,['7']
16360,13,"['3', '11']"
16361,13,"['16', '17']"
16362,13,"['3', '7']"
16363,13,['1']
16364,13,"['16', '22']"
16365,13,"['2', '11']"
16366,13,"['2', '11']"
16367,13,"['9', '14']"
16368,13,"['7', '11', '23']"
16369,13,['1']
16370,13,"['7', '12']"
16371,13,['16']
16373,13,['16']
16374,13,"['3', '7', '11', '19']"
16375,13,"['11', '23']"
16376,13,"['1', '7']"
16377,13,"['3', '19']"
16378,13,"['4', '7', '26']"
16379,13,"['7', '12']"
16380,13,"['1', '3']"
16381,13,"['13', '14']"
16382,13,['14']
16383,13,"['7', '9']"
16385,13,['16']
16386,13,['1']
16387,13,"['11', '19']"
16388,13,"['11', '19']"
16389,13,"['10', '11']"
16390,13,"['3', '16']"
16391,13,"['2', '19']"
16392,13,"['4', '11', '16']"
16393,13,"['4', '5', '16']"
16394,13,['3']
16395,13,"['3', '14', '19']"
16396,13,['1']
16397,13,"['4', '6']"
16398,13,"['2', '16']"
16399,13,['3']
16400,13,['11']
16401,13,['1']
16402,13,['16']
16403,13,"['13', '14']"
16404,13,"['4', '11', '22']"
16405,13,['16']
16406,13,['1']
16407,13,['1']
16408,13,['1']
16409,13,['1']
16410,13,['1']
16411,13,['1']
16412,13,"['1', '19']"
16413,13,"['4', '8', '14', '19']"
16414,13,"['4', '16']"
16415,13,['7']
16416,13,"['1', '16']"
16417,13,['13']
16419,13,"['1', '4', '9']"
16420,13,['5']
16421,13,['3']
16422,13,['1']
16424,13,"['16', '22']"
16425,13,"['2', '3']"
16426,13,"['2', '5']"
16427,13,['22']
16428,13,"['7', '11']"
16429,13,"['4', '6', '16']"
16430,13,"['2', '3', '8']"
16431,13,"['3', '13', '19']"
16432,13,"['7', '12']"
16433,13,"['2', '3', '4']"
16434,13,"['2', '10', '11', '19']"
16435,13,"['7', '9', '16']"
16436,13,"['1', '16']"
16437,13,['2']
16438,13,"['4', '22']"
16439,13,"['8', '14']"
16440,13,['7']
16441,13,"['7', '9', '19']"
16442,13,"['1', '7', '20']"
16443,13,['1']
16445,13,"['7', '11', '23']"
16446,13,['7']
16447,13,"['1', '11']"
16448,13,['11']
16449,13,['16']
16450,13,"['1', '4']"
16451,13,['16']
16452,13,"['4', '22']"
16453,13,"['4', '6']"
16454,13,['16']
16455,13,"['7', '26']"
16456,13,"['3', '11']"
16457,13,['7']
16458,13,['1']
16459,13,"['11', '16']"
16460,13,['7']
16461,13,"['1', '7', '9']"
16462,13,['7']
16463,13,['16']
16464,13,['8']
16465,13,['19']
16466,13,"['7', '9']"
16467,13,"['3', '9']"
16468,13,"['3', '16']"
16469,13,['3']
16470,13,"['4', '7']"
16471,13,"['2', '4']"
16472,13,"['11', '16']"
16473,13,['1']
16474,13,"['5', '7', '24']"
16475,13,"['7', '12']"
16477,13,"['1', '6']"
16478,13,"['7', '12']"
16479,13,"['4', '6']"
16480,13,['1']
16481,13,"['1', '16']"
16482,13,"['1', '16']"
16483,13,['16']
16484,13,['11']
16486,13,['3']
16487,13,['13']
16488,13,['3']
16489,13,['2']
16490,13,['7']
16491,13,"['1', '16']"
16493,13,"['14', '16']"
16494,13,"['4', '16']"
16495,13,['1']
16496,13,['1']
16497,13,['16']
16498,13,"['1', '13']"
16499,13,['7']
16500,13,"['3', '19']"
16501,13,['1']
16502,13,"['2', '7']"
16503,13,"['7', '12']"
16504,13,['7']
16505,13,['1']
16506,13,"['3', '5']"
16507,13,['11']
16509,13,"['14', '19']"
16510,13,['1']
16511,13,"['7', '24']"
16512,13,['7']
16513,13,"['4', '7', '12']"
16514,13,"['1', '7']"
16515,13,"['7', '12']"
16516,13,['1']
16518,13,['1']
16519,13,['1']
16520,13,"['4', '8', '14']"
16521,13,"['8', '13', '14']"
16522,13,['16']
